time,size_sent,size_rcv 
0,21.32890625,157.5078125 
10,77.04609375,701.54765625 
20,106.87734375,1341.08203125 
30,113.5421875,1410.290625 
40,189.36484375,2235.26875 
50,266.77109375,3310.8265625 
60,287.75,3813.92109375 
70,289.0734375,3855.446875 
80,340.06171875,4262.1 
90,497.22421875,6134.425 
100,639.86484375,7998.85703125 
110,662.403125,8360.80390625 
120,687.428125,8511.5859375 
130,890.92109375,9534.59765625 
140,1145.95078125,11802.071875 
150,1395.5703125,17630.75703125 
160,1492.7046875,19753.2375 
170,1506.76640625,19936.27421875 
180,1669.5078125,20562.30078125 
190,2181.7296875,22058.06875 
200,2671.046875,25914.85 
210,2966.18359375,30965.37265625 
220,3058.54609375,32663.4671875 
230,3072.86328125,32830.38671875 
231,3072.86328125,32830.38671875 
