time,request,connect 
0,6,2 
10,12.6,1 
20,6.5,0 
30,3.3,2 
40,17.9,2.6 
50,16.8,0.3 
60,4.6,0 
70,0.3,0 
80,15.2,5.2 
90,37.8,5.1 
100,30.5,0 
110,5.3,0 
120,8.8,4.7 
130,47.8,14.3 
140,52.5,3.5 
150,65,0 
160,22.1,0 
170,3.2,0 
180,40.3,29 
190,137.7,19.4 
200,128.1,2.9 
210,85.5,2.1 
220,25.2,0.9 
230,3.4,0 
231,0,0 
