time,users_count,finish_users_count 
0,22,0 
10,30,10 
20,30,26 
30,50,30 
40,77,40 
50,79,60 
60,79,76 
70,79,79 
80,132,80 
90,182,104 
100,182,156 
110,182,177 
120,234,182 
130,375,187 
140,407,199 
150,407,294 
160,407,389 
170,407,406 
180,701,407 
190,887,420 
200,887,521 
210,887,732 
220,887,868 
230,887,887 
231,887,887 
