time,200,400,404,502,422,302 
0,40,,,,,20 
10,109,,,,,77 
20,152,,,,,99 
30,183,,,,,101 
40,286,,,,,177 
50,381,,,,,250 
60,411,,,,,266 
70,414,,,,,266 
80,517,,,,,315 
90,748,,,,,463 
100,921,,,,,594 
110,960,,,,,608 
120,1029,,,,,627 
130,1317,,,,,817 
140,1608,,,,,1051 
150,2000,,,,,1309 
160,2155,,,,,1375 
170,2177,,,,,1385 
180,2477,,,,,1489 
190,2876,8,,734,49,1675 
200,3271,36,5,1257,149,1905 
210,3721,60,19,1257,198,2223 
220,3883,63,29,1257,205,2293 
230,3904,63,32,1257,205,2303 
231,3904,63,32,1257,205,2303 
