time,nomatch,match,match_stop 
60,4,304,4 
70,21,304,21 
80,38,304,38 
90,66,308,66 
100,75,308,75 
110,75,308,75 
120,75,308,75 
130,75,308,75 
140,75,308,75 
150,75,311,75 
160,76,311,76 
170,76,311,76 
180,76,311,76 
190,76,311,76 
200,76,322,76 
210,76,322,76 
218,76,323,76 
