time,200,302,504 
0,34,9, 
10,87,28, 
20,177,54, 
30,229,75, 
40,229,75, 
50,229,75, 
60,229,75,4 
70,229,75,21 
80,229,75,38 
90,230,78,66 
100,230,78,75 
110,230,78,75 
120,230,78,75 
130,230,78,75 
140,230,78,75 
150,233,78,75 
160,233,78,76 
170,233,78,76 
180,233,78,76 
190,233,78,76 
200,241,81,76 
210,241,81,76 
218,242,81,76 
