time,tr_Post_Register,tr_Get_Root,page,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root,tr_Get_New_Post 
0,326.124,260.054,325.876,,,24.139,,109.769, 
10,360.374,416.289,431.626,,,24.986,,431.772, 
20,599.09,821.555,821.441,,,58.157,,710.952, 
30,993.076,887.289,1645.979,,,697.593,,1646.119, 
40,993.076,887.289,1645.979,,,697.593,,1646.119, 
50,993.076,887.289,1645.979,,,697.593,,1646.119, 
60,993.076,887.289,60023.189,,,697.593,60023.353,1646.119, 
70,993.076,887.289,60023.189,,,697.593,60023.353,1646.119, 
80,993.076,887.289,60023.189,,,697.593,60023.353,1646.119, 
90,59849.15,887.289,60023.189,,,697.593,60023.353,58096.738, 
100,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
110,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
120,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
130,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
140,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
150,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
160,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
170,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
180,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
190,60000.921,887.289,60023.189,,,697.593,60023.353,60005.354, 
200,60000.921,887.289,60023.189,250.555,23.916,697.593,60023.353,60005.354,21.351 
210,60000.921,887.289,60023.189,250.555,23.916,697.593,60023.353,60005.354,21.351 
218,60000.921,887.289,60023.189,250.555,23.916,697.593,60023.353,60005.354,21.351 
