time,tr_Post_Register,tr_Get_Root,page,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root,tr_Get_New_Post 
0,60.94120176848873,49.2498235715316,81.46842866982087,,,4.859886814954301,,25.266681733856547, 
10,66.61387113358347,85.75333294741286,111.99975503216707,,,4.187600353321196,,84.16658215116207, 
20,129.87423576550722,206.87152344573596,221.95340230782912,,,10.352572120009597,,164.35333930617293, 
30,211.76368509155566,172.91061278934706,387.3361791422665,,,161.92997201481793,,360.6408941705014, 
40,0,0,0,,,0,,0, 
50,0,0,0,,,0,,0, 
60,0,0,9.363498020904467,,,0,9.360504874204034,0, 
70,0,0,1.8992551754425313,,,0,1.9106571724034702,0, 
80,0,0,1.9135555141896718,,,0,1.93523739412821,0, 
90,1059.0963491137184,0,645.1696486872127,,,0,1.8599774370460758,0.0, 
100,0.0,0,2.65475749049193,,,0,3.1593707854582016,1.625034426984253, 
110,0,0,0,,,0,0,0, 
120,0,0,0,,,0,0,0, 
130,0,0,0,,,0,0,0, 
140,0,0,0,,,0,0,0, 
150,0,0,1538.943009731248,,,0,0,1538.9189209410044, 
160,0,0,0.0,,,0,0.0,0, 
170,0,0,0,,,0,0,0, 
180,0,0,0,,,0,0,0, 
190,0,0,0,,,0,0,0, 
200,0,0,23398.359316479306,90.23495226105878,2.2014999999999993,0,347.9209277187353,0,3.5211825980611806 
210,0,0,0,0,0,0,0,0,0 
218,0,0,0.0,0,0.0,0,0,0,0 
