time,freemem@tsung_controller@ip-172-31-21-126 
0,375611.5859375 
10,375611.5859375 
20,375611.5859375 
30,375611.5859375 
40,375611.5859375 
50,375611.5859375 
60,375611.5859375 
70,375611.5859375 
80,375611.5859375 
90,375611.5859375 
100,375611.5859375 
110,375611.5859375 
120,375611.5859375 
130,375611.5859375 
140,375611.5859375 
150,375611.5859375 
160,375611.5859375 
170,375611.5859375 
180,375611.5859375 
190,375611.5859375 
200,375611.5859375 
210,375611.5859375 
220,375611.5859375 
230,375611.5859375 
240,375611.5859375 
