time,size_sent,size_rcv 
0,17.2546875,190.02421875 
10,66.54921875,943.325 
20,105.46796875,1622.64609375 
30,113.72578125,1933.77421875 
40,142.01171875,2066.01640625 
50,262.49296875,3333.80625 
60,320.95390625,4205.46484375 
70,329.11640625,4281.0609375 
80,395.82734375,4759.80859375 
90,597.13671875,7055.48125 
100,732.16875,9286.378125 
110,758.37890625,9667.1859375 
120,761.0609375,9679.65703125 
130,885.296875,10165.859375 
140,1121.725,11241.546875 
150,1393.9453125,14444.69140625 
160,1602.27421875,19744.26015625 
170,1641.36015625,20613.59921875 
180,1694.8421875,20902.34140625 
190,2026.1921875,21908.77109375 
200,2601.52734375,24105.17265625 
210,2991.2375,28780.321875 
220,3182.58828125,33248.184375 
230,3221.5234375,33718.34921875 
240,3222.68984375,33731.56875 
