time,freemem@tsung_controller@ip-172-31-21-126 
0,375611.5859375 
10,375599.12890625 
20,375588.3828125 
30,375588.3828125 
40,375588.3828125 
50,375584.01171875 
60,375568.09375 
70,375566.74609375 
80,375566.74609375 
90,375566.33984375 
100,375533.5234375 
110,375533.5234375 
120,375533.5234375 
130,375533.5234375 
140,375533.5234375 
150,375500.75 
160,375458.62109375 
170,375458.62109375 
180,375458.62109375 
190,375458.62109375 
200,375458.62109375 
210,375423.2265625 
220,375350.14453125 
230,375350.14453125 
240,375350.14453125 
