time,freemem@tsung_controller@ip-172-31-21-126 
0,375611.5859375 
10,375599.12890625 
20,375588.3828125 
30,375589.09375 
40,375588.6015625 
50,375584.01171875 
60,375568.09375 
70,375566.74609375 
80,375572.4609375 
90,375566.33984375 
100,375533.5234375 
110,375539.7734375 
120,375546.4296875 
130,375551.23046875 
140,375550.9765625 
150,375500.75 
160,375458.62109375 
170,375469.01953125 
180,375499.91015625 
190,375507.8125 
200,375471.5703125 
210,375423.2265625 
220,375350.14453125 
230,375387.03125 
240,375450.64453125 
