time,request,connect 
0,53.606418604651154,1.8725833333333337 
10,52.68539316239316,1.0395555555555558 
20,35.034686746987944,0 
30,44.99442105263158,0 
40,83.08029347826087,1.024972972972973 
50,78.18141818181823,1.024347826086957 
60,36.693578124999995,0 
70,34.91938888888889,0 
80,47.34591573033709,1.0629999999999995 
90,314.6135520833333,1.0583275862068968 
100,52.26890136054425,0 
110,35.0897118644068,0 
120,21.643333333333334,0 
130,221.9160699999998,1.030206451612904 
140,1989.467525812621,1.4669764705882355 
150,2120.1571633663375,0 
160,954.5921714285729,0 
170,42.38362921348315,0 
180,95.1985838150289,0.9915178571428581 
190,1385.1164621468938,1.000385714285715 
200,1308.2770859481564,1.3054166666666667 
210,1917.0105300492605,0.9390500000000002 
220,1261.3169885433701,0.7551875 
230,32.18814130434785,0.7162000000000001 
240,29.616000000000003,0.741 
