time,freemem@tsung_controller@ip-172-31-33-214 
0,379613.1328125 
10,379604.375 
20,379597.19921875 
30,379593.2890625 
40,379589.57421875 
50,379593.609375 
60,379593.97265625 
70,379594.45703125 
80,379594.578125 
90,379596.8671875 
