time,freemem@tsung_controller@ip-172-31-33-214 
0,379613.1328125 
10,379613.1328125 
20,379613.1328125 
30,379613.1328125 
40,379613.1328125 
50,379613.1328125 
60,379613.1328125 
70,379613.1328125 
80,379613.1328125 
90,379613.1328125 
