time,size_sent,size_rcv 
0,21.190625,281.97421875 
10,44.875,467.09765625 
20,21.58828125,366.0453125 
30,6.13515625,213.45859375 
40,2.8078125,177.5265625 
50,0,71.959375 
60,0,0 
70,4.45703125,21.13984375 
80,8.48203125,40.36328125 
90,0.42265625,2.48515625 
91,0,0 
