time,recvpackets@tsung_controller@ip-172-31-21-126 
10,504 
20,1656.0 
30,504.0 
40,7.0 
50,564.0 
60,4413.0 
70,1232.0 
80,28.0 
90,144.0 
100,446.0 
110,4605.0 
120,7576.0 
130,2246.0 
140,121.0 
150,3677.0 
160,16261.0 
170,10493.0 
180,1286.0 
190,25.0 
200,1911.0 
210,17719.0 
220,32195.0 
230,7480.0 
240,735.0 
250,3409.0 
260,34989.0 
270,61986.0 
280,19137.0 
290,2089.0 
300,156.0 
310,30088.0 
320,114416.0 
330,92149.0 
340,16441.0 
350,532.0 
360,23.0 
370,0.0 
380,14794.0 
390,90761.0 
400,172224.0 
410,253287.0 
420,60623.0 
430,3352.0 
440,133.0 
450,497.0 
460,61184.0 
470,164907.0 
480,218156.0 
490,146199.0 
