time,users_count,finish_users_count 
0,25,0 
10,30,8 
20,30,28 
30,30,30 
40,58,30 
50,82,42 
60,82,74 
70,82,79 
80,82,81 
90,112,82 
100,202,93 
110,202,152 
120,202,189 
130,202,200 
140,342,206 
150,442,282 
160,442,386 
170,442,436 
180,442,441 
190,572,442 
200,916,498 
210,922,731 
220,922,889 
230,922,920 
240,1155,922 
250,1795,1002 
260,1869,1457 
270,1869,1786 
280,1869,1858 
290,1869,1869 
300,2939,1896 
310,3683,2378 
320,3683,3303 
330,3683,3619 
340,3683,3679 
350,3683,3683 
360,3683,3683 
370,4633,3683 
380,7109,3799 
390,7395,4214 
400,7395,5710 
410,7395,7211 
420,7395,7380 
430,7395,7395 
440,7395,7395 
450,11914,7406 
460,14844,8135 
470,14844,10980 
480,14844,14285 
490,14844,14785 
