time,users,connected 
0,25,24 
10,29,-2 
20,29,-20 
30,29,-2 
40,29,27 
50,46,14 
60,46,-31 
70,46,-7 
80,46,-2 
90,46,25 
100,110,83 
110,110,-59 
120,110,-37 
130,110,-11 
140,136,131 
150,208,28 
160,208,-105 
170,208,-49 
180,208,-6 
190,208,126 
200,418,289 
210,420,-224 
220,420,-158 
230,420,-32 
240,420,231 
250,794,545 
260,829,-343 
270,829,-348 
280,829,-75 
290,829,-12 
300,1044,1018 
310,1583,315 
320,1583,-930 
330,1583,-332 
340,1583,-67 
350,1583,-4 
360,1583,0 
370,1583,896 
380,3310,1863 
390,3568,389 
400,3568,-1412 
410,3568,-1544 
420,3568,-177 
430,3568,-14 
440,3568,-1 
450,4508,4090 
460,7254,2233 
470,7254,-2573 
480,7254,-3226 
490,7254,-469 
