time,users_count,finish_users_count 
0,2.5,0 
10,0.5,0.8 
20,0,2 
30,0,0.2 
40,2.8,0 
50,2.4,1.2 
60,0,3.2 
70,0,0.5 
80,0,0.2 
90,3,0.1 
100,9,1.1 
110,0,5.9 
120,0,3.7 
130,0,1.1 
140,14,0.6 
150,10,7.6 
160,0,10.4 
170,0,5 
180,0,0.5 
190,13,0.1 
200,34.4,5.6 
210,0.6,23.3 
220,0,15.8 
230,0,3.1 
240,23.3,0.2 
250,64,8 
260,7.4,45.5 
270,0,32.9 
280,0,7.2 
290,0,1.1 
300,107,2.7 
310,74.4,48.2 
320,0,92.5 
330,0,31.6 
340,0,6 
350,0,0.4 
360,0,0 
370,95,0 
380,247.6,11.6 
390,28.6,41.5 
400,0,149.6 
410,0,150.1 
420,0,16.9 
430,0,1.5 
440,0,0 
450,451.9,1.1 
460,293,72.9 
470,0,284.5 
480,0,330.5 
490,0,50 
