time,sentpackets@tsung_controller@ip-172-31-21-126 
10,311 
20,523 
30,523 
40,523 
50,523 
60,1184 
70,1184 
80,1184 
90,1184 
100,1184 
110,1867 
120,1867 
130,1867 
140,1867 
150,2143 
160,4930 
170,4930 
180,4930 
190,4930 
200,4930 
210,7663 
220,9062 
230,9062 
240,9062 
250,9062 
260,15607 
270,18613 
280,18613 
290,18613 
300,18613 
310,18613 
320,40565 
330,40565 
340,40565 
350,40565 
360,40565 
370,40565 
380,40565 
390,47003 
400,54590 
410,69643 
420,69643 
430,69643 
440,69643 
450,69643 
460,69643 
470,98444 
480,98444 
490,98444 
