time,sentpackets@tsung_controller@ip-172-31-21-126 
10,311 
20,523.0 
30,185.0 
40,6.0 
50,391.0 
60,1184.0 
70,429.0 
80,27.0 
90,540.0 
100,359.0 
110,1867.0 
120,1860.0 
130,570.0 
140,61.0 
150,2143.0 
160,4930.0 
170,2777.0 
180,427.0 
190,23.0 
200,1582.0 
210,7663.0 
220,9062.0 
230,2119.0 
240,501.0 
250,2729.0 
260,15607.0 
270,18613.0 
280,5260.0 
290,883.0 
300,117.0 
310,17253.0 
320,40565.0 
330,26492.0 
340,4388.0 
350,309.0 
360,20.0 
370,0.0 
380,11903.0 
390,47003.0 
400,54590.0 
410,69643.0 
420,17940.0 
430,1122.0 
440,73.0 
450,424.0 
460,50411.0 
470,98444.0 
480,84067.0 
490,49490.0 
