time,request,connect 
0,60.866466786259785,10.615703196021485 
10,1110.3546027770353,16.330463990770323 
20,3065.553242933519,0 
30,3833.993007656802,0 
40,3777.051835515551,0 
50,975.2810000000001,0 
60,296.5767615306926,8.240224370412525 
70,401.3137534637622,7.782058896144458 
80,1005.5868647582336,0 
90,3379.258510133457,0 
100,8212.012052749134,0 
110,7388.547171471029,0 
120,5361.289099953158,0 
130,2318.491455662359,3.928409430707731 
140,358.4429800264231,8.389453482177153 
150,684.7623697163709,0.3478813426607248 
160,1936.0606765217453,0 
170,8697.908954927398,0 
180,17264.97166259362,0 
190,17799.273189657873,0 
200,18247.63724524747,0 
210,17661.46548116789,0 
220,17387.665621153457,0 
230,17927.13913084667,0 
240,14375.30525302909,0 
250,1330.4726199368633,0 
256,3767.970337265455,0 
