time,sentpackets@tsung_controller@ip-172-31-28-40 
10,1523 
20,310.0 
30,230.0 
40,106.0 
50,72.0 
60,23.0 
70,190.0 
80,717.0 
90,477.0 
100,228.0 
110,117.0 
120,98.0 
130,63.0 
140,429.0 
150,1282.0 
160,894.0 
170,452.0 
180,144.0 
190,113.0 
200,110.0 
210,42.0 
220,45.0 
230,110.0 
240,93.0 
250,62.0 
256,66.0 
