time,nomatch,match,match_stop 
50,16.1,9.8,16.1 
60,3.1,16.5,3.1 
70,0,23.5,0 
80,0,29.7,0 
90,1.7,2.3,1.7 
100,0.2,2.1,0.2 
110,0,3.1,0 
120,0,6.7,0 
130,0,3.1,0 
140,3.7,0,3.7 
150,1.6,0,1.6 
160,0.9,0,0.9 
170,2.7,0,2.7 
180,5.5,0,5.5 
190,3.8,0,3.8 
200,0.3,0,0.3 
201,0,0,0 
