time,size_sent,size_rcv 
0,18.64140625,261.9515625 
10,70.99296875,893.63125 
20,138.37421875,1663.06328125 
30,235.6453125,2650.21328125 
40,314.265625,3465.27890625 
50,399.54375,4399.03046875 
60,487.703125,5462.0890625 
70,592.540625,6398.36484375 
80,699.64609375,7552.965625 
90,724.28984375,7848.47578125 
100,734.1234375,8100.81484375 
110,745.30078125,8400.3171875 
120,769.27578125,9433.278125 
130,784.4375,9722.58046875 
140,785.47734375,9732.090625 
150,785.47734375,9736.203125 
160,785.47734375,9738.51640625 
170,785.47734375,9745.45625 
180,785.47734375,9759.59296875 
190,785.47734375,9769.36015625 
200,785.47734375,9770.13125 
201,785.47734375,9770.13125 
