time,request,connect 
0,73.27939344262296,1.6570909090909085 
10,174.0291351351351,0.7712857142857142 
20,647.6039621621622,0.9544242424242424 
30,740.4560617760618,0.999222222222222 
40,3656.0398944444423,1.0345961538461532 
50,2934.924768867926,1.8479537572254336 
60,7202.004301075268,0.9997368421052633 
70,8633.624740425526,0 
80,5546.710175084178,0 
90,14080.801050000004,0 
100,28213.765652173908,0 
110,32470.659129032265,0 
120,39335.06623880597,0 
130,34870.654580645176,0 
140,60179.412837837845,0 
150,60140.979,0 
160,60233.50988888889,0 
170,60438.384111111096,0 
180,60266.26614545455,0 
190,60127.77160526316,0 
200,60370.51666666666,0 
201,0,0 
