time,tr_Post_Register,tr_Get_Root,page,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root,tr_Get_New_Post 
0,152.43171428571426,99.59433333333332,82.56097435897436,,,9.602727272727272,,93.8045, 
10,220.47233333333332,198.01980952380953,165.65795121951223,,,31.50419047619048,,218.21336842105265, 
20,280.7610400000001,387.5255428571428,269.92666956521714,,,25.127500000000005,,420.48247826086947, 
30,319.35504,589.03225,1116.6492207792207,45.225,104.714,16.058357142857144,29822.208,528.5700799999998,64.264 
40,0,0,11526.25475,0,0,3238.102,35574.151,3655.354,3637.949 
50,0,0,0,0,0,0,0,0,0 
60,0,0,60010.023,0,0,0,60010.167,0,0 
70,0,0,60003.739142857135,0,0,0,60003.88121428572,0,0 
80,0,0,58699.26870833334,0,0,0,60000.89323809525,49589.014,0 
90,0,0,60000.961285714286,0,0,0,60001.1115,0,0 
100,59999.074,0,60002.32420000001,60001.916,0,0,60003.9155,59998.848,60001.663 
110,0,0,0,0,0,0,0,0,0 
120,0,0,60010.3955,0,0,0,0,0,60010.661 
130,0,0,60003.76363636364,0,0,0,0,0,60004.033 
140,0,0,60001.291700000016,0,0,0,0,0,60001.55829999999 
150,0,0,30461.97555384615,1.0471052631578945,1.0991666666666668,0,59999.70966666667,0,58064.842064516124 
160,0,0,42354.440352941194,15000.5245,19999.93,0,60001.481,59999.296,60003.253625 
170,0,0,14661.589557692294,23510.25473584906,4857.640437500003,0,0,0,15205.131666666668 
180,0,0,2166.870285714286,0,2166.995428571429,0,0,0,0 
190,0,0,0,0,0,0,0,0,0 
200,0,0,0,0,0,0,0,0,0 
207,0,0,10807.236499999999,9.399,51.067,0,43158.618,0,10.645 
