time,502,200,422,302,504 
150,32,241,,79,141 
160,37,241,,79,153 
170,37,292,50,82,153 
180,37,306,50,82,153 
190,37,306,50,82,153 
200,37,306,50,82,153 
207,37,308,50,84,153 
