time,502,200,422,302,504 
150,3.2,0,,0,3.3 
160,0.5,0,,0,1.2 
170,0,5.1,5,0.3,0 
180,0,1.4,0,0,0 
190,0,0,0,0,0 
200,0,0,0,0,0 
207,0,0.2,0,0.2,0 
