time,tr_Post_Register,tr_Get_Root,page,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root,tr_Get_New_Post 
0,11.960571650388697,53.27506336948106,60.6059471341302,,,2.5922959318617753,,19.44688004753804, 
10,58.8117276580699,63.667226069558666,105.10639805569176,,,47.04667496536872,,98.91446557357712, 
20,113.52735382364202,167.47208791460366,210.48209375988017,,,45.99264534479943,,186.04967380593013, 
30,184.26565731431998,295.500456436513,4697.824639331758,0,0,7.583237365655749,944.6180000000013,200.12008249686886,0 
40,0,0,13884.988164039685,0,0,0.0,0.0,0.0,0.0 
50,0,0,0,0,0,0,0,0,0 
60,0,0,11.836999999999534,0,0,0,11.853000000000975,0,0 
70,0,0,6.8378916848538775,0,0,0,6.859442773900169,0,0 
80,0,0,3443.5796216402287,0,0,0,2.1033634720805234,101.37386326859506,0 
90,0,0,1.402346652097219,0,0,0,1.3961890349904396,0,0 
100,0.0,0,3.794560865238863,0.0,0,0,4.185133918607302,0.0,0.0 
110,0,0,0,0,0,0,0,0,0 
120,0,0,11.732499999998254,0,0,0,0,0,11.737999999997555 
130,0,0,5.894443042124768,0,0,0,0,0,5.905496838460961 
140,0,0,1.3842427207684935,0,0,0,0,0,1.3868591889587045 
150,0,0,29996.00724365712,0.134831237492942,0.21537248096160183,0,0.48207214766594586,0,10600.943099282957 
160,0,0,27339.109597069957,25979.928708440766,28282.531764781357,0,0.0,0.0,6.895869215289188 
170,0,0,11542.85458215417,9527.408004542936,2027.6877884584453,0,0,0,5297.614876821728 
180,0,0,1365.1077016214526,0,1365.11108522492,0,0,0,0 
190,0,0,0,0,0,0,0,0,0 
200,0,0,0,0,0,0,0,0,0 
207,0,0,18677.98823265868,0.0,0.0,0,0.0,0,0.0 
