time,size_sent,size_rcv 
0,12.34609375,207.24609375 
10,49.98984375,506.25234375 
20,72.53515625,683.78359375 
30,77.328125,695.9859375 
40,77.328125,695.9859375 
50,77.328125,695.9859375 
60,77.328125,695.9859375 
70,80.0734375,709.61171875 
80,85.99453125,737.80546875 
90,86.44296875,740.28984375 
100,86.44296875,740.28984375 
110,96.60078125,972.159375 
120,184.31171875,1931.15234375 
130,261.99765625,2512.66484375 
140,273.85546875,2562.64453125 
150,274.8609375,2565.99375 
160,274.8609375,2565.99375 
170,277.1609375,2645.38984375 
180,283.11640625,2744.26953125 
190,294.95703125,2804.4359375 
200,299.04609375,2828.59375 
210,374.746875,4072.2328125 
220,575.06328125,6448.20859375 
230,675.3109375,7471.90625 
240,697.990625,7580.82265625 
250,703.9453125,7597.75546875 
260,703.9453125,7597.75546875 
270,704.8765625,7603.77890625 
280,712.21953125,7648.85703125 
290,725.8390625,7730.83125 
300,730.83046875,7760.29765625 
310,862.5796875,10790.615625 
320,1240.365625,16491.54453125 
330,1404.90390625,18541.6515625 
340,1444.06875,18865.07890625 
350,1449.47578125,18897.31875 
360,1449.47578125,18897.31875 
370,1453.01640625,18919.31328125 
380,1487.36875,19191.63671875 
390,1539.21875,19575.84765625 
400,1549.63359375,19648.74453125 
410,1551.44453125,19661.5421875 
420,1551.89453125,19664.02734375 
430,1847.01171875,28866.0953125 
440,2581.06953125,45572.8375 
450,2923.15859375,52313.3375 
460,3016.45390625,53811.61015625 
470,3040.41953125,53962.7046875 
480,3041.8296875,54000.509375 
490,3047.2015625,54057.21328125 
500,3123.41875,54937 
510,3224.08515625,56022.31953125 
520,3245.765625,56214.47734375 
530,3247.084375,56221.9328125 
540,3337.53125,63878.8875 
550,4491.14609375,110123.74453125 
560,5590.0421875,146056.5328125 
570,5866.85625,152610.0515625 
580,5921.70546875,154447.34921875 
590,5969.6203125,157061.86640625 
600,6035.2078125,158783.6546875 
610,6105.95859375,159794.4015625 
620,6299.4890625,163112.75625 
630,6391.8953125,164504.13125 
640,6408.9078125,164675.3453125 
650,6409.3515625,164677.83203125 
660,6410.25,164682.80546875 
670,7565.97890625,263405.30234375 
680,10580.36796875,447982.0765625 
690,11894.99765625,523490.28125 
700,12092.86953125,529551.34296875 
710,12110.4828125,529800.85 
720,12112.3625,529808.94453125 
730,12126.63046875,530250.77890625 
740,12449.3453125,539753.05703125 
750,12925.7984375,550489.2859375 
760,13120.98984375,553458.434375 
770,13161.3453125,553710.1640625 
780,13166.875,553769.2453125 
782,13166.875,553769.2453125 
