time,users,connected 
0,15,14 
10,22,4 
20,22,-7 
30,22,-4 
40,22,0 
50,22,0 
60,22,0 
70,22,-2 
80,22,-3 
90,22,-1 
100,22,0 
110,24,22 
120,59,33 
130,59,-26 
140,59,-10 
150,59,-2 
160,59,0 
170,59,-1 
180,59,-3 
190,59,-7 
200,59,-6 
210,67,66 
220,106,17 
230,106,-40 
240,106,-18 
250,106,-6 
260,106,0 
270,106,0 
280,106,-2 
290,106,-12 
300,106,-5 
310,140,130 
320,215,53 
330,215,-72 
340,215,-33 
350,215,-4 
360,215,0 
370,215,-2 
380,215,-17 
390,215,-39 
400,215,-14 
410,215,-2 
420,215,-1 
430,260,250 
440,437,134 
450,437,-146 
460,437,-65 
470,437,-21 
480,437,-1 
490,437,-2 
500,437,-35 
510,437,-81 
520,437,-28 
530,437,-3 
540,437,192 
550,745,521 
560,787,-155 
570,787,-170 
580,787,-49 
590,787,-25 
600,787,-38 
610,787,-34 
620,787,-118 
630,787,-94 
640,787,-29 
650,787,-1 
660,787,-2 
670,1114,1088 
680,1750,458 
690,1750,-572 
700,1750,-195 
710,1750,-34 
720,1750,-4 
730,1750,-3 
740,1750,-115 
750,1750,-345 
760,1750,-213 
770,1750,-58 
780,1750,-7 
782,1750,0 
