time,users_count,finish_users_count 
0,15,0 
10,24,5 
20,24,12 
30,24,17 
40,24,17 
50,24,17 
60,24,17 
70,24,19 
80,24,22 
90,24,23 
100,24,23 
110,48,24 
120,84,27 
130,84,52 
140,84,64 
150,84,66 
160,84,66 
170,84,67 
180,84,70 
190,84,78 
200,84,83 
210,152,85 
220,204,117 
230,204,158 
240,204,178 
250,204,184 
260,204,184 
270,204,184 
280,204,187 
290,204,198 
300,204,203 
310,346,206 
320,434,247 
330,434,319 
340,434,354 
350,434,359 
360,434,359 
370,434,361 
380,434,378 
390,434,418 
400,434,431 
410,434,433 
420,434,434 
430,699,439 
440,905,516 
450,905,658 
460,905,731 
470,905,753 
480,905,754 
490,905,756 
500,905,798 
510,905,875 
520,905,900 
530,905,903 
540,1131,905 
550,1712,967 
560,1781,1210 
570,1781,1390 
580,1781,1440 
590,1781,1465 
600,1781,1504 
610,1781,1538 
620,1781,1661 
630,1781,1749 
640,1781,1778 
650,1781,1779 
660,1781,1781 
670,2910,1796 
680,3681,2087 
690,3681,2654 
700,3681,2903 
710,3681,2936 
720,3681,2940 
730,3681,2943 
740,3681,3058 
750,3681,3421 
760,3681,3621 
770,3681,3674 
780,3681,3681 
782,3681,3681 
