time,users,connected 
0,15,14 
10,19,18 
20,12,11 
30,7,7 
40,7,7 
50,7,7 
60,7,7 
70,5,5 
80,2,2 
90,1,1 
100,1,1 
110,24,23 
120,57,56 
130,32,30 
140,20,20 
150,18,18 
160,18,18 
170,17,17 
180,14,14 
190,6,7 
200,1,1 
210,67,67 
220,87,84 
230,46,44 
240,26,26 
250,20,20 
260,20,20 
270,20,20 
280,17,18 
290,6,6 
300,1,1 
310,140,131 
320,187,184 
330,115,112 
340,80,79 
350,75,75 
360,75,75 
370,73,73 
380,56,56 
390,16,17 
400,3,3 
410,1,1 
420,0,0 
430,260,250 
440,389,384 
450,247,238 
460,174,173 
470,152,152 
480,151,151 
490,149,149 
500,107,114 
510,30,33 
520,5,5 
530,2,2 
540,226,194 
550,745,715 
560,571,560 
570,391,390 
580,341,341 
590,316,316 
600,277,278 
610,243,244 
620,120,126 
630,32,32 
640,3,3 
650,2,2 
660,0,0 
670,1114,1088 
680,1594,1546 
690,1027,974 
700,778,779 
710,745,745 
720,741,741 
730,738,738 
740,623,623 
750,260,278 
760,60,65 
770,7,7 
780,0,0 
782,0,0 
