time,users_count,finish_users_count 
0,1.5,0 
10,0.9,0.5 
20,0,0.7 
30,0,0.5 
40,0,0 
50,0,0 
60,0,0 
70,0,0.2 
80,0,0.3 
90,0,0.1 
100,0,0 
110,2.4,0.1 
120,3.6,0.3 
130,0,2.5 
140,0,1.2 
150,0,0.2 
160,0,0 
170,0,0.1 
180,0,0.3 
190,0,0.8 
200,0,0.5 
210,6.8,0.2 
220,5.2,3.2 
230,0,4.1 
240,0,2 
250,0,0.6 
260,0,0 
270,0,0 
280,0,0.3 
290,0,1.1 
300,0,0.5 
310,14.2,0.3 
320,8.8,4.1 
330,0,7.2 
340,0,3.5 
350,0,0.5 
360,0,0 
370,0,0.2 
380,0,1.7 
390,0,4 
400,0,1.3 
410,0,0.2 
420,0,0.1 
430,26.5,0.5 
440,20.6,7.7 
450,0,14.2 
460,0,7.3 
470,0,2.2 
480,0,0.1 
490,0,0.2 
500,0,4.2 
510,0,7.7 
520,0,2.5 
530,0,0.3 
540,22.6,0.2 
550,58.1,6.2 
560,6.9,24.3 
570,0,18 
580,0,5 
590,0,2.5 
600,0,3.9 
610,0,3.4 
620,0,12.3 
630,0,8.8 
640,0,2.9 
650,0,0.1 
660,0,0.2 
670,112.9,1.5 
680,77.1,29.1 
690,0,56.7 
700,0,24.9 
710,0,3.3 
720,0,0.4 
730,0,0.3 
740,0,11.5 
750,0,36.3 
760,0,20 
770,0,5.3 
780,0,0.7 
782,0,0 
