time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,251.10783333333333,67.64892857142857,63.03202325581393,9.8885,2.8440000000000003,,7.265916666666668,1.3986666666666665,37.01775 
10,133.35775000000004,35.958999999999996,32.8826140350877,10.715357142857142,3.183642857142857,12.281600000000001,7.630199999999999,0.9370625,44.7931875 
20,381.9898,0,54.645518518518536,55.0884,3.3141,12.539928571428572,0,4.188625,36.63271428571429 
30,0,0,10.52975,10.471,3.01,14.642500000000002,0,0,0 
37,0,0,10.222,0,0,10.349,0,0,0 
