time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,0.6,1.4,4.3,0.2,0.2,,1.2,0.3,0.4 
10,1.6,1.3,11.4,1.4,1.4,1,1.5,1.6,1.6 
20,0.5,0,5.4,1,1,1.4,0,0.8,0.7 
30,0,0,0.4,0.1,0.1,0.2,0,0,0 
37,0,0,0.1,0,0,0.1,0,0,0 
