time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,333.422,96.256,333.254,,,,9.572,,106.964 
10,5160.718,5306.302,12892.628,17.337,27.483,,35.977,12892.786,5142.599 
20,5236.682,5306.302,18964.06,5007.26,2093.71,5005.854,35.977,18964.162,5142.599 
30,5236.682,5306.302,21166.037,5166.408,5021.265,5015.492,35.977,21166.192,5142.599 
40,5236.682,5306.302,24787.338,5166.408,5021.265,5020.533,35.977,24787.472,5142.599 
44,5236.682,5306.302,24787.338,5166.408,5021.265,5020.533,35.977,24787.472,5142.599 
