time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,105.71186584834689,93.98158300012393,104.27726354972143,0.4375,0.07899999999999985,,1.0937906913065627,0.6114770823360611,2.8934669840003355 
10,9.546733482584504,4.382220389079209,44.91158037618048,1.2492547839836843,0.43359701619012525,5.730841599625661,2.4368878294524214,0.09082776884714276,30.184556409732846 
20,209.2494731055732,0,130.43285906432513,94.56932941519676,0.6735223010413243,5.742510059252159,0,6.7367230523730885,2.290535415529721 
30,0,0,5.8065343525634985,0.0,0.0,4.6525,0,0,0 
37,0,0,0.0,0,0,0.0,0,0,0 
