time,users,connected 
0,20,19 
10,20,21 
20,4,4 
30,0,0 
40,34,34 
50,38,38 
60,17,17 
70,1,2 
80,31,27 
90,104,100 
100,59,59 
110,13,16 
120,0,0 
130,139,130 
140,178,183 
150,52,54 
160,11,11 
170,1,1 
180,124,119 
190,369,369 
200,200,200 
210,36,36 
220,3,3 
230,0,0 
240,552,524 
250,667,682 
260,207,222 
270,38,42 
280,1,1 
290,1,1 
300,449,405 
310,1486,1466 
320,839,861 
330,168,176 
340,17,18 
350,0,0 
360,0,0 
370,0,0 
380,2133,2084 
390,2659,2695 
400,852,878 
410,128,130 
420,17,18 
430,2,2 
440,0,0 
450,1822,1790 
460,6182,6151 
470,5139,5146 
480,3085,3087 
490,1294,1354 
500,377,404 
510,68,71 
520,11,12 
530,1,1 
540,3884,3524 
550,10495,10308 
560,9517,9582 
570,6672,6782 
580,3441,3489 
590,1881,1928 
600,845,868 
610,487,489 
620,221,231 
630,26,27 
640,2,3 
647,0,0 
