time,size_sent,size_rcv 
0,22.7234375,352.0171875 
10,80.2953125,2255.81171875 
20,105.12421875,3993.53203125 
30,109.49296875,4018.990625 
40,139.3578125,4366.1546875 
50,256.78828125,6887.79765625 
60,311.10859375,11087.571875 
70,324.8140625,11375.96796875 
80,336.28828125,11519.49453125 
90,500.4734375,15317.73984375 
100,697.73828125,23940.73984375 
110,759.76953125,28570.96484375 
120,771.8453125,28952.97890625 
130,905.08515625,31022.90859375 
140,1352.77421875,43830.390625 
150,1598.4828125,58964.62734375 
160,1643.3953125,61559.28046875 
170,1651.8765625,61937.828125 
180,1703.70625,62448.4578125 
190,2313.9953125,75237.2875 
200,3052.846875,114396.74296875 
210,3266.30078125,129895.51328125 
220,3292.84140625,130515.20078125 
230,3295.4640625,130677.65625 
240,3888.090625,139666.6125 
250,5582.08359375,198681.10625 
260,6555.5796875,261228.796875 
270,6768.78984375,277899.5921875 
280,6798.175,279038.459375 
290,6798.175,279038.459375 
300,6952.88984375,280718.89375 
310,9384.71640625,339648.80625 
320,12466.70625,505423.4078125 
330,13433.33046875,588634.18203125 
340,13570.18515625,595294.378125 
350,13586.53203125,595791.96796875 
360,13586.53203125,595791.96796875 
370,13586.53203125,595791.96796875 
380,15798.50703125,626786.63203125 
390,22532.42109375,896352.13125 
400,26371.58359375,1208682.3546875 
410,27143.62890625,1274789.64609375 
420,27235.58359375,1280105.42109375 
430,27248.7734375,1280174.50546875 
440,27250.0765625,1280181.0828125 
450,28053.13984375,1287873.05 
460,37950.10234375,1496237.66484375 
470,47733.8484375,1705496.54296875 
480,51578.0640625,2004164.7234375 
490,53209.52109375,2564252.3046875 
500,54340.5296875,2919972.98125 
510,54688.42890625,2932178.7015625 
520,54747.17890625,2934138.15234375 
530,54757.6890625,2934182.28359375 
540,56281.73828125,2949004.665625 
550,71050.9875,3238973.103125 
560,83485.571875,3756805.27109375 
570,90653.003125,4212646.43671875 
580,94115.60546875,4643174.34375 
590,95518.80234375,5251754.62421875 
600,96456.20625,5627810.2609375 
610,96743.81796875,5906257.240625 
620,97288.00078125,6092548.18125 
630,97519.984375,6093260.740625 
640,97546.06640625,6093331.34375 
647,97548.69765625,6093339.92890625 
