time,freemem@tsung_controller@ip-172-31-17-231 
0,375580.8671875 
10,375580.8671875 
20,375580.8671875 
30,375580.8671875 
40,375580.8671875 
50,375580.8671875 
60,375580.8671875 
70,375580.8671875 
80,375580.8671875 
90,375580.8671875 
100,375580.8671875 
110,375580.8671875 
120,375580.8671875 
130,375580.8671875 
140,375580.8671875 
150,375580.8671875 
160,375580.8671875 
170,375580.8671875 
180,375580.8671875 
190,375580.8671875 
200,375580.8671875 
210,375580.8671875 
220,375580.8671875 
230,375580.8671875 
240,375580.8671875 
250,375580.8671875 
260,375580.8671875 
270,375580.8671875 
280,375580.8671875 
290,375580.8671875 
300,375580.8671875 
310,375580.8671875 
320,375580.8671875 
330,375580.8671875 
340,375580.8671875 
350,375580.8671875 
360,375580.8671875 
370,375580.8671875 
380,375580.8671875 
390,375580.8671875 
400,375580.8671875 
410,375580.8671875 
420,375580.8671875 
430,375580.8671875 
440,375580.8671875 
450,375580.8671875 
460,375580.8671875 
470,375580.8671875 
480,375580.8671875 
490,375580.8671875 
500,375580.8671875 
510,375580.8671875 
520,375580.8671875 
530,375580.8671875 
540,375580.8671875 
550,375580.8671875 
560,375580.8671875 
570,375580.8671875 
580,375580.8671875 
590,375580.8671875 
600,375580.8671875 
610,375580.8671875 
620,375580.8671875 
630,375580.8671875 
640,375580.8671875 
647,375580.8671875 
