time,sentpackets@tsung_controller@ip-172-31-17-231 
10,392 
20,876 
30,876 
40,876 
50,876 
60,1690 
70,1690 
80,1690 
90,1690 
100,2644 
110,3398 
120,3398 
130,3398 
140,3398 
150,7125 
160,7125 
170,7125 
180,7125 
190,7125 
200,10167 
210,15817 
220,15817 
230,15817 
240,15817 
250,15817 
260,33984 
270,33984 
280,33984 
290,33984 
300,33984 
310,33984 
320,46734 
330,75186 
340,75186 
350,75186 
360,75186 
370,75186 
380,75186 
390,75186 
400,156369 
410,156369 
420,156369 
430,156369 
440,156369 
450,156369 
460,156369 
470,180356 
480,217593 
490,232603 
500,232603 
510,232603 
520,232603 
530,232603 
540,232603 
550,232603 
560,232603 
570,273617 
580,305390 
590,324820 
600,324820 
610,324820 
620,324820 
630,324820 
640,324820 
647,324820 
