time,users_count,finish_users_count 
0,22,2 
10,30,10 
20,30,26 
30,30,30 
40,64,30 
50,90,52 
60,90,73 
70,90,89 
80,121,90 
90,203,99 
100,210,151 
110,210,197 
120,210,210 
130,350,211 
140,448,270 
150,448,396 
160,448,437 
170,448,447 
180,572,448 
190,857,488 
200,894,694 
210,894,858 
220,894,891 
230,894,894 
240,1457,905 
250,1845,1178 
260,1845,1638 
270,1845,1807 
280,1845,1844 
290,1845,1844 
300,2294,1845 
310,3505,2019 
320,3680,2841 
330,3680,3512 
340,3680,3663 
350,3680,3680 
360,3680,3680 
370,3680,3680 
380,5857,3724 
390,7385,4726 
400,7385,6533 
410,7385,7257 
420,7385,7368 
430,7385,7383 
440,7385,7385 
450,9208,7386 
460,14168,7986 
470,14843,9704 
480,14843,11758 
490,14843,13549 
500,14843,14466 
510,14843,14775 
520,14843,14832 
530,14843,14842 
540,18729,14845 
550,25825,15330 
560,26514,16997 
570,26514,19842 
580,26514,23073 
590,26514,24633 
600,26514,25669 
610,26514,26027 
620,26514,26293 
630,26514,26488 
640,26514,26512 
647,26514,26514 
