time,request,connect 
0,7.918,1.066 
10,7.61,1.002 
20,7.61,1.002 
30,7.61,1.002 
40,6.48,1.002 
50,6.082,1.002 
60,6.082,1.002 
70,6.082,1.002 
80,6.082,0.996 
90,5.959,0.989 
100,5.617,0.899 
110,5.617,0.899 
120,5.617,0.899 
130,5.362,0.844 
140,4.905,0.844 
150,4.905,0.844 
160,4.905,0.844 
170,4.905,0.844 
180,4.905,0.797 
190,4.812,0.628 
200,4.812,0.628 
210,4.812,0.628 
220,4.812,0.628 
230,4.812,0.628 
240,4.492,0.628 
250,4.492,0.628 
260,4.492,0.628 
270,4.492,0.628 
280,4.492,0.628 
290,4.492,0.628 
300,4.492,0.533 
310,4.492,0.533 
320,4.492,0.533 
330,4.492,0.533 
340,4.492,0.533 
350,4.492,0.533 
360,4.492,0.533 
370,4.492,0.533 
380,4.492,0.533 
390,4.492,0.515 
400,4.492,0.515 
410,4.492,0.515 
420,4.492,0.515 
430,4.492,0.515 
440,4.492,0.515 
450,4.492,0.515 
460,4.485,0.515 
470,4.485,0.515 
480,4.485,0.515 
490,4.485,0.515 
500,4.485,0.515 
510,4.485,0.515 
520,4.485,0.515 
530,4.485,0.515 
540,4.485,0.505 
550,1.457,0.501 
560,0.779,0.501 
570,0.779,0.501 
580,0.779,0.501 
590,0.779,0.501 
600,0.779,0.501 
610,0.779,0.501 
620,0.779,0.501 
630,0.779,0.501 
640,0.779,0.501 
647,0.779,0.501 
