time,size_sent,size_rcv 
0,22.7234375,352.0171875 
10,57.571875,1903.79453125 
20,24.82890625,1737.7203125 
30,4.36875,25.45859375 
40,29.86484375,347.1640625 
50,117.43046875,2521.64296875 
60,54.3203125,4199.77421875 
70,13.70546875,288.39609375 
80,11.47421875,143.5265625 
90,164.18515625,3798.2453125 
100,197.26484375,8623 
110,62.03125,4630.225 
120,12.07578125,382.0140625 
130,133.23984375,2069.9296875 
140,447.6890625,12807.48203125 
150,245.70859375,15134.23671875 
160,44.9125,2594.653125 
170,8.48125,378.54765625 
180,51.8296875,510.6296875 
190,610.2890625,12788.8296875 
200,738.8515625,39159.45546875 
210,213.45390625,15498.7703125 
220,26.540625,619.6875 
230,2.62265625,162.45546875 
240,592.6265625,8988.95625 
250,1693.99296875,59014.49375 
260,973.49609375,62547.690625 
270,213.21015625,16670.7953125 
280,29.38515625,1138.8671875 
290,0,0 
300,154.71484375,1680.434375 
310,2431.8265625,58929.9125 
320,3081.98984375,165774.6015625 
330,966.62421875,83210.77421875 
340,136.8546875,6660.19609375 
350,16.346875,497.58984375 
360,0,0 
370,0,0 
380,2211.975,30994.6640625 
390,6733.9140625,269565.49921875 
400,3839.1625,312330.2234375 
410,772.0453125,66107.29140625 
420,91.9546875,5315.775 
430,13.18984375,69.084375 
440,1.303125,6.57734375 
450,803.06328125,7691.9671875 
460,9896.9625,208364.61484375 
470,9783.74609375,209258.878125 
480,3844.215625,298668.18046875 
490,1631.45703125,560087.58125 
500,1131.00859375,355720.6765625 
510,347.89921875,12205.7203125 
520,58.75,1959.45078125 
530,10.51015625,44.13125 
540,1524.04921875,14822.38203125 
550,14769.24921875,289968.4375 
560,12434.584375,517832.16796875 
570,7167.43125,455841.165625 
580,3462.60234375,430527.90703125 
590,1403.196875,608580.28046875 
600,937.40390625,376055.63671875 
610,287.61171875,278446.9796875 
620,544.1828125,186290.940625 
630,231.98359375,712.559375 
640,26.08203125,70.603125 
647,2.63125,8.58515625 
