time,request,connect 
0,3.1,1.3 
10,13.3,1.7 
20,7.8,0 
30,1.8,0 
40,2.8,1.5 
50,24,4.5 
60,19.6,0 
70,5.9,0 
80,5.6,3 
90,39,8.5 
100,46.9,0.5 
110,14.2,0 
120,1.6,0 
130,4.7,2.5 
140,44.3,15.9 
150,52.9,3.8 
160,72,0 
170,20.2,0 
180,1.3,0 
190,35,25.5 
200,124.5,22.9 
210,128.9,3.3 
220,88.5,2 
230,40.2,1.8 
240,1.5,0.1 
250,65.1,44.7 
260,323,48.4 
270,270.8,12.4 
280,120.7,7 
290,23.9,2 
300,2.3,0.2 
310,19.9,29.1 
320,516.1,140 
330,730,94.3 
340,286.8,22.3 
350,93.9,6.9 
360,9.8,0.4 
370,0.9,0 
380,0,0 
382,0,0 
