time,users_count,finish_users_count 
0,1.5,0.1 
10,1.5,0.3 
20,0,1.5 
30,0,1 
40,1.6,0.1 
50,4.4,0.8 
60,0,3.1 
70,0,1.8 
80,3.3,0.3 
90,8.3,0.4 
100,0.4,5.9 
110,0,4.5 
120,0,1 
130,2.6,0.2 
140,16.3,0.2 
150,3.3,0.7 
160,0,10.7 
170,0,9.5 
180,0,0.9 
190,25.7,0.2 
200,22.3,0.6 
210,0,8.2 
220,0,18.6 
230,0,19.7 
240,0,0.9 
250,48.1,0 
260,43.5,6.7 
270,0,32.2 
280,0,40.1 
290,0,10.8 
300,0,1.7 
310,33.2,0.1 
320,129.2,6.3 
330,25.8,64.1 
340,0,71.8 
350,0,39.9 
360,0,5.6 
370,0,0.5 
380,0,0 
382,0,0 
