time,load@tsung_controller@ip-172-31-29-186 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0703125 
160,0.05859375 
170,0.05078125 
180,0.0390625 
190,0.0390625 
200,0.03125 
210,0.1015625 
220,0.16015625 
230,0.12890625 
240,0.109375 
250,0.08984375 
260,0.16015625 
270,0.12890625 
280,0.109375 
290,0.1796875 
300,0.1484375 
310,0.12109375 
320,0.109375 
330,0.08984375 
340,0.16015625 
350,0.12890625 
360,0.109375 
370,0.171875 
380,0.1484375 
382,0.12109375 
