time,users,connected 
0,14,13 
10,26,28 
20,11,12 
30,1,1 
40,16,15 
50,52,52 
60,21,22 
70,3,3 
80,33,30 
90,112,111 
100,57,60 
110,12,12 
120,2,2 
130,26,25 
140,187,182 
150,213,213 
160,106,108 
170,11,11 
180,2,2 
190,257,255 
200,474,471 
210,392,389 
220,206,202 
230,9,9 
240,0,0 
250,481,447 
260,849,851 
270,527,516 
280,126,137 
290,18,17 
300,1,1 
310,332,291 
320,1561,1375 
330,1178,1151 
340,460,445 
350,61,59 
360,5,5 
370,0,0 
380,0,0 
382,0,0 
