time,200,400,404,502,422,302 
0,19,,,,,12 
10,97,,,,,67 
20,145,,,,,97 
30,159,,,,,101 
40,182,,,,,106 
50,324,,,,,204 
60,441,,,,,283 
70,479,,,,,304 
80,528,,,,,311 
90,757,,,,,472 
100,1035,,,,,663 
110,1129,,,,,711 
120,1142,,,,,714 
130,1181,,,,,722 
140,1458,,,,,888 
150,1747,,,,,1128 
160,2191,,,,,1404 
170,2331,,,,,1466 
180,2341,,,,,1469 
190,2607,,,,,1553 
200,2964,7,,645,41,1748 
210,3276,41,3,1250,153,1971 
220,3724,62,9,1299,208,2277 
230,3984,76,20,1299,216,2386 
240,3991,76,23,1299,216,2391 
250,4341,76,23,1520,219,2468 
260,4783,102,23,3952,378,2639 
270,5250,237,31,5632,547,2888 
280,5788,289,71,5812,629,3204 
290,5913,307,92,5812,641,3266 
300,5929,307,94,5812,641,3271 
310,6117,307,94,5812,641,3282 
320,6730,346,94,10034,789,3421 
330,7250,602,100,16004,1090,3668 
340,7771,797,130,17669,1238,3977 
350,8214,842,206,17670,1300,4289 
360,8256,843,223,17670,1303,4324 
370,8261,843,224,17670,1303,4327 
380,8261,843,224,17670,1303,4327 
382,8261,843,224,17670,1303,4327 
