time,session 
0,6643.485 
10,14178.83 
20,18832.546 
30,24167.381 
40,36533.666 
50,36533.666 
60,36533.666 
70,36533.666 
80,36533.666 
90,36533.666 
100,36533.666 
110,36533.666 
120,36533.666 
130,37261.439 
140,37261.439 
150,37261.439 
160,37261.439 
170,37261.439 
180,37261.439 
190,50974.288 
200,50974.288 
210,50974.288 
220,50974.288 
230,50974.288 
240,50974.288 
250,50974.288 
260,50974.288 
270,50974.288 
280,50974.288 
290,50974.288 
300,50974.288 
310,58227.928 
320,58227.928 
330,58227.928 
340,58227.928 
350,58227.928 
360,58227.928 
370,58227.928 
380,58227.928 
382,58227.928 
