time,users,connected 
0,26,24 
10,27,-7 
20,27,-11 
30,27,-5 
40,27,12 
50,52,38 
60,55,-17 
70,55,-25 
80,55,-8 
90,55,26 
100,101,73 
110,106,-36 
120,106,-51 
130,106,-12 
140,106,47 
150,210,160 
160,218,-95 
170,218,-87 
180,218,-25 
190,218,126 
200,407,280 
210,427,-178 
220,427,-167 
230,427,-54 
240,427,-7 
250,427,199 
260,851,622 
270,882,-259 
280,882,-419 
290,882,-133 
300,882,-11 
301,882,0 
