time,request,connect 
0,901.022,13.555 
10,992.918,13.555 
20,1010.235,13.555 
30,1010.235,13.555 
40,1010.235,42.039 
50,1037.124,42.039 
60,1070.472,42.039 
70,1070.472,42.039 
80,1070.472,42.039 
90,1070.472,42.039 
100,1071.315,42.039 
110,1234.619,42.039 
120,1234.619,42.039 
130,1234.619,42.039 
140,1234.619,42.039 
150,1390.118,42.039 
160,1479.273,42.039 
170,1479.273,42.039 
180,1479.273,42.039 
190,1479.273,268.448 
200,1572.481,276.969 
210,1878.682,276.969 
220,1878.682,276.969 
230,1878.682,276.969 
240,1878.682,276.969 
250,1878.682,276.969 
260,2289.906,278.787 
270,4453.019,2004.879 
280,4453.019,2004.879 
290,4453.019,2004.879 
300,4453.019,2004.879 
301,4453.019,2004.879 
