time,request,connect 
0,75.4136086956522,1.4369200000000004 
10,93.31432499999998,0.9120000000000001 
20,175.09172093023253,0 
30,39.870916666666666,0 
40,35.225966666666665,5.749230769230768 
50,69.2916268656716,1.170325581395349 
60,114.9580528846154,0.8365 
70,126.39492405063285,0 
80,175.03084615384617,0 
90,34.33542,1.3381111111111108 
100,70.63606349206353,1.9822405063291133 
110,144.1266497797358,4.5218333333333325 
120,229.57442465753442,0 
130,266.68,0 
140,34.452821428571426,2.07475 
150,68.89791973969645,3.1311741573033696 
160,173.97887738095235,1.1839285714285719 
170,259.12151838235303,0 
180,197.73168181818184,0 
190,46.296965217391325,23.25993700787402 
200,94.21243004866163,24.54045859872613 
210,188.33829079254082,1.6001794871794877 
220,333.7269878682842,0 
230,281.6914455445547,0 
240,213.248,0 
250,37.89492953929538,17.21723499999999 
260,82.07170776973878,20.77058656716419 
270,299.5460405325446,23.660388888888882 
280,679.8024235552303,0 
290,574.5991622807016,0 
300,94.94881249999999,0 
301,0,0 
