time,session 
0,4770.7205 
10,11057.487416666665 
20,18222.556727272724 
30,23991.0225 
40,31085.594 
50,8634.1824 
60,13141.880380952387 
70,19672.720730769237 
80,28030.063 
90,38867.869 
100,9664.746000000001 
110,13561.860918367349 
120,18033.165714285704 
130,25368.06890909091 
140,38521.193 
150,8922.583210526313 
160,13508.051427272727 
170,19109.186705882355 
180,26526.29644 
190,43603.544 
200,9677.269617647056 
210,13886.887816513758 
220,18785.484443113775 
230,26308.635425925924 
240,35891.41133333333 
250,45517.46 
260,9704.946357142859 
270,13655.612527065528 
280,19941.842033254132 
290,26250.476851239673 
300,37370.18800000001 
301,0 
