time,request,connect 
0,9.2,2.5 
10,12,0.5 
20,4.3,0 
30,1.2,0 
40,3,1.3 
50,20.1,4.3 
60,20.8,0.4 
70,7.9,0 
80,1.3,0 
90,5,2.7 
100,37.8,7.9 
110,45.4,1.2 
120,14.6,0 
130,2.1,0 
140,8.4,4.8 
150,92.2,17.8 
160,84,1.4 
170,27.2,0 
180,4.4,0 
190,23,12.7 
200,164.4,31.4 
210,171.6,3.9 
220,57.7,0 
230,10.1,0 
240,1,0 
250,36.9,20 
260,317.9,67 
270,338,9 
280,136.7,0 
290,22.8,0 
300,1.6,0 
301,0,0 
