time,freemem@tsung_controller@ip-172-31-21-46 
0,775.8828125 
10,768.54296875 
20,761.88671875 
30,761.88671875 
40,761.88671875 
50,761.88671875 
60,750.3671875 
70,741.34375 
80,741.34375 
90,741.34375 
100,741.34375 
110,729.93359375 
120,712.765625 
130,712.765625 
140,712.765625 
150,712.765625 
160,670.640625 
170,640.04296875 
180,640.04296875 
190,640.04296875 
200,640.04296875 
210,561.01171875 
220,505.1328125 
230,505.1328125 
240,505.1328125 
250,505.1328125 
260,505.1328125 
270,391.06640625 
280,246.2734375 
290,246.2734375 
300,246.2734375 
301,246.2734375 
