time,freemem@tsung_controller@ip-172-31-21-46 
0,775.8828125 
10,775.8828125 
20,775.8828125 
30,775.8828125 
40,775.8828125 
50,775.8828125 
60,775.8828125 
70,775.8828125 
80,775.8828125 
90,775.8828125 
100,775.8828125 
110,775.8828125 
120,775.8828125 
130,775.8828125 
140,775.8828125 
150,775.8828125 
160,775.8828125 
170,775.8828125 
180,775.8828125 
190,775.8828125 
200,775.8828125 
210,775.8828125 
220,775.8828125 
230,775.8828125 
240,775.8828125 
250,775.8828125 
260,775.8828125 
270,775.8828125 
280,775.8828125 
290,775.8828125 
300,775.8828125 
301,775.8828125 
