time,users_count,finish_users_count 
0,24,0 
10,30,11 
20,30,22 
30,30,28 
40,70,30 
50,90,49 
60,90,77 
70,90,88 
80,90,89 
90,115,90 
100,191,99 
110,201,150 
120,201,182 
130,201,198 
140,201,200 
150,258,201 
160,427,219 
170,441,303 
180,441,404 
190,441,436 
200,441,440 
210,715,450 
220,904,554 
230,904,771 
240,904,881 
250,904,900 
260,904,904 
270,1487,905 
280,1864,972 
290,1864,1153 
300,1864,1560 
310,1864,1755 
320,1864,1815 
330,1864,1859 
340,1864,1864 
350,2966,1864 
360,3737,1874 
370,3737,1910 
380,3737,1988 
390,3737,2115 
400,3737,2419 
410,3737,2724 
420,3737,3129 
430,3737,3470 
440,3737,3519 
450,3737,3526 
460,3737,3545 
470,3737,3566 
480,3737,3644 
490,3737,3720 
500,3737,3732 
510,3737,3736 
517,3737,3737 
