time,users,connected 
0,24,23 
10,19,20 
20,8,8 
30,2,2 
40,40,40 
50,41,42 
60,13,14 
70,2,2 
80,1,1 
90,25,22 
100,92,94 
110,51,55 
120,19,20 
130,3,3 
140,1,1 
150,57,56 
160,208,206 
170,138,141 
180,37,37 
190,5,6 
200,1,1 
210,265,265 
220,350,350 
230,133,133 
240,23,26 
250,4,5 
260,0,0 
270,582,555 
280,892,894 
290,711,726 
300,304,318 
310,109,112 
320,49,51 
330,5,5 
340,0,1 
350,1102,1065 
360,1863,1679 
370,1827,1790 
380,1749,1748 
390,1622,1626 
400,1318,1315 
410,1013,1012 
420,608,613 
430,267,269 
440,218,218 
450,211,211 
460,192,192 
470,171,171 
480,93,93 
490,17,17 
500,5,5 
510,1,1 
517,0,0 
