time,sentpackets@tsung_controller@ip-172-31-46-69 
10,477 
20,576 
30,576 
40,576 
50,778 
60,1286 
70,1286 
80,1286 
90,1286 
100,1286 
110,2402 
120,2402 
130,2402 
140,2402 
150,2402 
160,2402 
170,5640 
180,5640 
190,5640 
200,5640 
210,5640 
220,7830 
230,13261 
240,13261 
250,13261 
260,13261 
270,13261 
280,16663 
290,16663 
300,24676 
310,24676 
320,24676 
330,24676 
340,24676 
350,24676 
360,24676 
370,24676 
380,24676 
390,24676 
400,34909 
410,34909 
420,34909 
430,34909 
440,34909 
450,34909 
460,34909 
470,34909 
480,34909 
490,34909 
500,34909 
510,34909 
517,34909 
