time,load@tsung_controller@ip-172-31-46-69 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.0 
180,0.16015625 
190,0.12890625 
200,0.109375 
210,0.1015625 
220,0.078125 
230,0.1484375 
240,0.26953125 
250,0.23046875 
260,0.19140625 
270,0.16015625 
280,0.21875 
290,0.26953125 
300,0.21875 
310,0.19140625 
320,0.16015625 
330,0.12890625 
340,0.109375 
350,0.1015625 
360,0.078125 
370,0.21875 
380,0.19140625 
390,0.3203125 
400,0.26953125 
410,0.390625 
420,0.41015625 
430,0.48828125 
440,0.421875 
450,0.3515625 
460,0.30078125 
470,0.25 
480,0.2109375 
490,0.33984375 
500,0.2890625 
510,0.23828125 
517,0.19921875 
